ID,stakeholder,source_ID,doc_tone,doc_type,doc_raw,continent,region,country,country_code,income_level,urban_rural,month,year,topic_ID,title,report_ID,num_pages,URL,filename_original,word_count,continent_main,region_main,success_failure,ewb_Functional,ewb_Community.capacity,ewb_maintenance,wb_projectPerformance,wb_risktoDevelopment,matched_success_pathways,matched_fail_pathways,weighted_outcome,binary_outcome
420-17-UGA-1338,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,rural,7,2017,water,"New Water Project Beginning In Mayuge, Uganda",,NA,https://lifewater.org/blog/new-water-project-mayuge-uganda/,,2857,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-17-UGA-1339,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,rural,7,2017,water,How a Village in Africa Solved Sanitation Issues with Healthy Homes,,NA,https://lifewater.org/blog/solving-sanitation-issues-africa/,,3203,Africa,Sub-Saharan Africa,NA,,,,NA,,1,-1,-0.083333333,0
420-17-999-1340,NGO,LI,I,B,B,all,all,all,999,none,none,6,2017,water,Christys Story: Why I Give Monthly,,NA,https://lifewater.org/blog/christys-story-give-monthly/,,640,all,all,NA,,,,NA,,0,0,0,None
420-17-ETH-1341,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,"Ethiopia, Kenya, Uganda",ETH,LO,rural,5,2017,water,Drilling Water Wells In Africa With A Deep Well Drill Rig,,NA,https://lifewater.org/blog/drilling-water-wells-africa/,,2283,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-17-ETH-1342,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,"Ethiopia, Uganda",ETH,LO,rural,5,2017,water,Safe Water Gave Baby Robira a Future,,NA,https://lifewater.org/blog/safe-water-baby-robira/,,1979,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-17-ETH-1343,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,none,3,2017,water,How a Water Nonprofit Organization is Changing Lives in Ethiopia,,NA,https://lifewater.org/blog/water-nonprofit-changing-lives-ethiopia/,,2099,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
420-16-ETH-1344,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, South-eastern Asia","Ethiopia, Uganda, Cambodia",ETH,LO,none,12,2016,water,One Thousand Healthy Homes,,NA,https://lifewater.org/blog/one-thousand-healthy-homes/,,1446,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-ETH-1345,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, South-eastern Asia","Ethiopia, Congo, Cambodia",ETH,LO,none,12,2016,water,Students Helping Students Get Safe Water,,NA,https://lifewater.org/blog/students-helping-students-get-safe-water/,,2950,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-ETH-1346,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, South-eastern Asia","Ethiopia, Uganda, Cambodia",ETH,LO,none,12,2016,water,Dont just say Blessed today. Do it.,,NA,https://lifewater.org/blog/dont-just-say-blessed-today/,,2337,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-AFR-1347,NGO,LI,I,B,B,"Africa, Asia",[None],[None],AFR,none,rural,11,2016,water,What Does Chewing Gum Have To Do With Safe Water?,,NA,https://lifewater.org/blog/project-7-partners-with-lifewater/,,2682,Africa,none,NA,,,,NA,,3,0,0.5,1
420-16-UGA-1348,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,11,2016,"ag, water",Your Endeavors Will Not Be Frustrated,,NA,https://lifewater.org/blog/endeavors-will-not-frustrated/,,2493,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-UGA-1349,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,11,2016,"ag, water",Young African Entrepreneur Improves Community Health,,NA,https://lifewater.org/blog/young-african-entrepreneur/,,1480,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-IND-1350,NGO,LI,I,B,B,"Asia, Africa",Southern Asia,India,IND,LM,none,10,2016,water,Jerome Active Water 5K Runs for Clean Water,,NA,https://lifewater.org/blog/jerome-active-water-5k-runs-for-clean-water/,,1975,Asia,Southern Asia,NA,,,,NA,,0,0,0,None
420-16-ETH-1351,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,rural,10,2016,"ag, water",Community Led Total Sanitation,,NA,https://lifewater.org/blog/community-led-total-sanitation/,,2850,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-ETH-1352,NGO,LI,I,B,B,"Africa, Europe","Sub-Saharan Africa, Southern Europe","Ethiopia, Italy",ETH,LO,"rural, urban",10,2016,water,Clean Water Changes Students Lives In Ethiopia,,NA,https://lifewater.org/blog/clean-water-changes-lives/,,3354,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-16-999-1353,NGO,LI,I,B,B,all,all,all,999,none,rural,10,2016,water,How The Most Cost-Effective Charities Help the Rural Poor,,NA,https://lifewater.org/blog/most-cost-effective-charities/,,5217,all,all,NA,,,,NA,,0,0,0,None
420-16-ETH-1354,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, Western Asia","Ethiopia, Israel",ETH,LO,none,9,2016,water,Donate Your Birthday Update,,NA,https://lifewater.org/blog/donate-birthday-update/,,2083,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-ETH-1355,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,none,8,2016,water,Meet Mako,,NA,https://lifewater.org/blog/meet-mako/,,1667,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-999-1356,NGO,LI,I,B,B,all,all,all,999,none,none,8,2016,water,8 Ways to Meet Your Birthday Fundraising Goal,,NA,https://lifewater.org/blog/8-ways-meet-your-birthday-fundraising-goal/,,3636,all,all,NA,,,,NA,,1,0,0.166666667,1
420-16-ETH-1357,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,rural,8,2016,water,Victory Life Church Helps Ethiopians Get Safe Water Well,,NA,https://lifewater.org/blog/victory-life-church-helps-ethiopians-get-safe-water-well/,,3142,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-16-UGA-1358,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,rural,8,2016,water,Healthy Homes Reported in Uganda,,NA,https://lifewater.org/blog/healthy-homes-reported-uganda/,,2087,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-KHM-1359,NGO,LI,I,B,B,Asia,South-eastern Asia,Cambodia,KHM,LM,rural,7,2016,"ag, water",Water and Sanitation   New Lifewater Office in Cambodia,,NA,https://lifewater.org/blog/clean-water-and-sanitation-cambodia/,,3588,Asia,South-eastern Asia,NA,,,,NA,,1,0,0.166666667,1
420-16-KHM-1360,NGO,LI,I,B,B,Asia,South-eastern Asia,Cambodia,KHM,LM,rural,7,2016,water,Close to Home,,NA,https://lifewater.org/blog/close-to-home/,,1020,Asia,South-eastern Asia,NA,,,,NA,,1,0,0.166666667,1
420-16-UGA-1361,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,"Uganda, Congo",UGA,LO,none,5,2016,water,Wheels4Water Rides Again,,NA,https://lifewater.org/blog/wheels-4-water-rides/,,2936,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-16-ETH-1362,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,none,5,2016,water,99 People Bring Water to Thousands,,NA,https://lifewater.org/blog/99-for-thousands/,,2353,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-UGA-1363,NGO,LI,I,B,B,"Africa, Asia",Sub-Saharan Africa,"Ethiopia, Uganda",UGA,LO,none,4,2016,"ag, water",Lifewater Opens New Uganda Field Office in Kaliro,,NA,https://lifewater.org/blog/uganda-field-office/,,4190,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-UGA-1364,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,4,2016,water,Uganda Water Crisis in Kaliro is a Reality,,NA,https://lifewater.org/blog/kaliro-uganda-water-crisis/,,931,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
420-16-UGA-1365,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,3,2016,water,Water Crisis in Uganda,,NA,https://lifewater.org/blog/water-crisis-in-uganda/,,2476,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-16-ETH-1366,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,none,3,2016,water,"Water Crisis in Ethiopia: Schools, Children and Safe Water",,NA,https://lifewater.org/blog/water-crisis-in-ethiopia/,,2532,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
420-16-999-1367,NGO,LI,I,B,B,all,all,all,999,none,none,3,2016,water,World Water Day 2016: Safe Water and Sanitation for All,,NA,https://lifewater.org/blog/world-water-day-2016/,,1888,all,all,NA,,,,NA,,1,0,0.166666667,1
420-15-ETH-1368,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, South-eastern Asia","Ethiopia, Uganda, Cambodia",ETH,LO,none,12,2015,water,"Tracking Change, Household by Household, in East Africa",,NA,https://lifewater.org/blog/tracking-change-household-by-household-in-east-africa/,,3735,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
420-15-ETH-1369,NGO,LI,I,B,B,"Africa, Asia",Sub-Saharan Africa,"Ethiopia, Uganda",ETH,LO,rural,12,2015,water,Getting the Whole Gospel to the Whole World,,NA,https://lifewater.org/blog/getting-the-whole-gospel-to-the-whole-world/,,3996,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
420-15-AFR-1370,NGO,LI,I,B,B,"Africa, Asia",[None],[None],AFR,none,rural,11,2015,water,"Water, Sanitation and Hygiene: How Small Changes Make a Big Difference",,NA,https://lifewater.org/blog/sanitation-hygiene-water/,,5286,Africa,none,NA,,,,NA,,1,-1,-0.083333333,0
420-15-999-1371,NGO,LI,I,B,B,all,all,all,999,none,none,11,2015,none,"Be Rich in mercy, love, and generosity.",,NA,https://lifewater.org/blog/be-rich-video/,,277,all,all,NA,,,,NA,,0,0,0,None
420-15-AFR-1372,NGO,LI,I,B,B,"Africa, Asia",[None],[None],AFR,none,rural,11,2015,water,Students help others get safe water and sanitation,,NA,https://lifewater.org/blog/students-help-others-get-safe-water-and-sanitation/,,3226,Africa,none,NA,,,,NA,,3,0,0.5,1
420-15-NPL-1373,NGO,LI,I,B,B,Asia,Southern Asia,Nepal,NPL,LO,none,11,2015,water,Handwashing and Neonatal Health,,NA,https://lifewater.org/blog/handwashing-and-neonatal-health/,,3492,Asia,Southern Asia,NA,,,,NA,,0,0,0,None
420-15-ETH-1374,NGO,LI,I,B,B,Africa,Sub-Saharan Africa,Ethiopia,ETH,LO,none,10,2015,none,Life in Borena,,NA,https://lifewater.org/blog/life-in-borena/,,116,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
420-15-AFR-1375,NGO,LI,I,B,B,"Africa, Asia",[None],[None],AFR,none,rural,9,2015,"ag, water",UN Approves Goal to Achieve Universal Water and Sanitation by 2030,,NA,https://lifewater.org/blog/un-approves-goal-to-achieve-universal-water-and-sanitation-by-2030/,,7794,Africa,none,NA,,,,NA,,3,0,0.5,1
420-15-SSA-1376,NGO,LI,I,B,B,"Africa, Asia","Sub-Saharan Africa, Southern Asia",[None],SSA,none,"rural, urban",7,2015,water,UNICEF and WHO Release Joint Report on Water and Sanitation,,NA,https://lifewater.org/blog/unicef-and-who-release-joint-report-on-water-and-sanitation/,,4163,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-19-KEN-1377,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Bushili Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-bushili-secondary-school,,3338,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1378,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Shanjero Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-shanjero-secondary-school,,2822,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1379,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Bukhubalo Primary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-bukhubalo-primary-school,,1850,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1380,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,"ag, water",Giving Update: Lihanda Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-lihanda-secondary-school,,3959,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-19-KEN-1381,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,"ag, water",Giving Update: Shibale Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-shibale-secondary-school,,3548,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-19-KEN-1382,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Munyanda Primary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-munyanda-primary-school,,2180,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1383,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Eshisiru Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-eshisiru-secondary-school,,3298,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1384,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Ematetie Primary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-ematetie-primary-school,,1902,Africa,Sub-Saharan Africa,NA,,,,NA,,3,0,0.5,1
428-19-KEN-1385,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,"ag, water",Giving Update: Womulalu Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-womulalu-secondary-school,,4180,Africa,Sub-Saharan Africa,1,,,,NA,,NA,NA,NA,NA
428-19-KEN-1386,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Mumias Complex Primary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-mumias-complex-primary-school,,2172,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1387,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,"ag, water",Giving Update: Mutsuma Secondary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-mutsuma-secondary-school,,1723,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-KEN-1388,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,7,2019,water,Giving Update: Madivini Primary School,,NA,https://thewaterproject.org/community/interest_story/giving-update-madivini-primary-school,,2096,Africa,Sub-Saharan Africa,NA,,,,NA,,0,0,0,None
428-19-SLE-1389,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Sierra Leone,SLE,LO,none,6,2019,water,Giving Update: Kigbal Community,,NA,https://thewaterproject.org/community/interest_story/giving-update-kigbal-community,,2179,Africa,Sub-Saharan Africa,NA,,,,NA,,3,0,0.5,1
428-19-KEN-1390,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,6,2019,"ag, water",Giving Update: Katung'uli Hand-Dug Well,,NA,https://thewaterproject.org/community/interest_story/giving-update-katunguli-hand-dug-well,,2548,Africa,Sub-Saharan Africa,NA,,,,NA,,3,0,0.5,1
428-19-KEN-1391,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,6,2019,"ag, water",Giving Update: Katung'uli Sand Dam,,NA,https://thewaterproject.org/community/interest_story/giving-update-katunguli-community,,4406,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-19-KEN-1392,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,5,2019,water,A Year Later: Womulalu Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-womulalu-primary-school,,4347,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-19-KEN-1393,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,4,2019,"ag, water",A Year Later: Mitini Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-mitini-community,,3928,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-19-KEN-1394,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,3,2019,"ag, water",A Year Later: Katunguli Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-katunguli-community,,4175,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-19-KEN-1395,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,3,2019,"ag, water",A Year Later: Katuluni Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-katuluni-community,,3820,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1396,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Rwempisi-Amanga Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-rwempisi-amanga-community,,3577,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1397,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Karongo-Dum Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-karongo-dum-community,,3666,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1398,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Katugo I-Alu Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-katugo-i-alu-community,,3930,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1399,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Abangi-Ndende Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-abangi-ndende-community,,3509,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1400,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Ejinga-Ayikoru Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-ejinga-ayikoru-community,,4169,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-UGA-1401,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Rubona Kyagaitani Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-rubona-kyagaitani-community,,4154,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1402,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Maiha-Kayanja Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-maiha-kayanja-community,,3933,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1403,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Byebega-Kirisa Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-byebega-kirisa-community,,3980,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1404,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Rwentale-Kyamugenyi Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-rwentale-kyamugenyi-community,,4090,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-UGA-1405,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Uganda,UGA,LO,none,12,2018,water,A Year Later: Rubani-Kyawalayi Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-rubani-kyawalayi-community,,4169,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1406,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Kakubudu Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-kakubudu-community,,3458,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1407,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: El'longo Secondary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-ellongo-secondary-school,,3664,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1408,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,"A Year Later: Matsakha Community, Kombwa Spring",,NA,https://thewaterproject.org/community/interest_story/a-year-later-matsakha-community-kombwa-spring,,4321,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1409,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Luyeshe Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-luyeshe-community,,3513,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1410,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Gidagadi Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-gidagadi-primary-school,,4031,Africa,Sub-Saharan Africa,NA,,,,NA,,1,-1,-0.083333333,0
428-18-KEN-1411,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Iyenga Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-iyenga-primary-school,,3996,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1412,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Mudete Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-mudete-community,,3312,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1413,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,"ag, water",A Year Later: Mudete Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-mudete-primary-school,,3435,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1414,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Mkunzulu Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-mkunzulu-community,,3815,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1415,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Irenji Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-irenji-community,,3785,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1416,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,"ag, water",A Year Later: Mulundu Community,,NA,https://thewaterproject.org/community/interest_story/a-year-later-mulundu-community,,3513,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1417,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,"A Year Later: Shitoto Community, William Manga Spring",,NA,https://thewaterproject.org/community/interest_story/a-year-later-shitoto-community-william-manga-spring,,3432,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1418,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,"ag, water",A Year Later: Ebusiratsi Special Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-ebusiratsi-special-primary-school,,3799,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1419,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Maganyi Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-maganyi-primary-school,,3881,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1420,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Shiyabo Secondary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-shiyabo-secondary-school,,3803,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1421,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Emusoma Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-emusoma-primary-school,,4136,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1422,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Lureko Girls Secondary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-lureko-girls-secondary-school,,4186,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1423,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,A Year Later: Shibale Primary School,,NA,https://thewaterproject.org/community/interest_story/a-year-later-shibale-primary-school,,3653,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
428-18-KEN-1424,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,"A Year Later: Shikoti Community, Amboka Spring",,NA,https://thewaterproject.org/community/interest_story/a-year-later-shikoti-community-amboka-spring,,3555,Africa,Sub-Saharan Africa,NA,,,,NA,,1,0,0.166666667,1
428-18-KEN-1425,NGO,WP,I,ST,ST,Africa,Sub-Saharan Africa,Kenya,KEN,LM,none,12,2018,water,"A Year Later: Simuli Community, Lihala Sifoto Spring",,NA,https://thewaterproject.org/community/interest_story/a-year-later-simuli-community-lihala-sifoto-spring,,3716,Africa,Sub-Saharan Africa,NA,,,,NA,,2,0,0.333333333,1
